restaurant_id,text,stars
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"بيتزا تاعه بنينة بزاف
 طبق one meal كان من اروع الاطباق مع الاسف ضك نحاوه
 غراتان بطاطا جربته ما عجبنيش البطاطا قديمة تاع نهار من قبل",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,❤️❤️,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"Personnelle accueillant 
 Service rapide
 C'était parfait je recommande fortement",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,الجمر والبنة,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,restaurant propre j'aime beaucoup son plat chawarmat,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,J'aime bien les pizzas et les tacos ❤️,4
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"Nous avons attendu plus de 30minute pour deux tacos.
 Les serveurs entrain de courir dans tous les sens , un bruit énorme.",2
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,أطباق و اكلات لذيذة.واسعار مقبولة.,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,10/10,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"فالأول كنت نروح غير علاجال بيتزا ديالهم لكن رحت مرتين و البيتزا يقدموها محروقة من تحت المرة الأولى سكتت و المرة الثانية قلتلو عاودهالي حتى و كي عاودها جات محروقة كليتها و سكتت و حلفت مانعاودش ناكل ثم
 و حتى الأطباق تاعهم شوية برك كانت بيتزا تصلح لكن للأسف
 بالنسبة للسعر عادي في متناول الجميع",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"mauvais service , pas satisfait du tout",1
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"Bon restaurant pour manger rapidement. La viande à la broche est très bonne. L’assiette est copieuse, le plat de chawarma est très copieux et est composé de crudité, un peu de frite et de riz. Par contre le seule hic c’est qu’il ne mette pas beaucoup de viande. Ma fille a prit une pizza marguarita, elle était excellente. Très bon dans l’ensemble et les prix sont abordables. Par contre pas beaucoup de place dans le restaurant et la salle du haut manque d’aération.",4
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"Le meilleur fast-food à boumerdes.
 bonne qualité de nourriture avec quantité généreuse service rapide et pour un bon prix ! On a essayé leurs sandwiches, pizza et même les plats c'était trop bon. Je recommande vivement ce fast food",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,Number one ❤,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,Très bonne chawarma au feu de bois,4
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,Restaurant cuisine magnifique,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,Chawarma Top,5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"Les meilleurs a Boumerdes, je dirai les seuls qui font de bonnes frites croustillantes et pas cher en plus. Des repas variés pr des p'tits prix. Baraka Allahou fikom",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,"La nourriture est délicieuse et propre , et le service est rapide vraiment",5
gAAAAABnUs7RtPv3bG9iPG9cF74XY-_zM9sYLb4jTiCWIdjSH8Ry71zE5gMsU7ME_R5XZsvbIBDBvVHdpVFNkNRNTvWgvMlXCg==,Pas mal,4
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"J'ai commandé une pizza simple au poulet au 619 à 13h42 et j'ai été servi à 14h, après une longue attente. Le service, assuré par de jeunes employés, semblait dépassé par la charge. Concernant la propreté, l'établissement, bien que neuf, montre déjà des signes de dégradation. La pizza avait un goût assez neutre, et je ne l'ai pas vraiment savourée. Enfin, les prix me paraissent un peu exagérés pour la qualité proposée.",2
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,Y'a pas de choix de boissons gazeuses.... pas de Hammoud,2
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,C nuuuuuuullll,1
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,Un service trop longt g rien à dire,1
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,Le meilleur,5
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Un de mes fast-food favoris
 Y a que les pizza que j'ai pas testé",4
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Les prix exagérés, le goût neutre.
 Bonne hygiène
 Service rapidement dépassé
 Sauces en stick pas du tout suffisantes
 Sandwich 619 pas du tout au rendez vous.",2
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"C'est bien propre et la nourriture est bonne mais le service et très lent
 Bonne continuation j'espère un meilleures rendu",3
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,Pour une pizza j'ai mais 45 minutes. a évité franchement je suis déçu pour la 2 ème fois,1
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Le 619 est un fast food familial avec un accueil chaleureux, goût unique , niveau hygiène 10/10, sans oublier leur deco original et unique en son genre.",1
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Good service, Very tasty pizza, nice tacos highly recommended",5
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Burger délicieux, plat luxueux, ils te donnent le tout sur un plat de bois waw! Juste la salle à manger est petite et je ne vous recommande pas de manger sur place mais plutôt à emporter! Aussi les employés, jeunes, ne sont pas gêné et dérange sans arrête en criant sans cesse. Sinon le reste ça va.",4
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"La viande cheese burger était mal cuite , ce qui a causé à mon cousin une intoxication alimentaire grave. Monsieur le dirigeant du "" le 619"" vous avez fait preuve d'inconscience, c'est vous qui deviez contrôler ce que font ces cuisiniers qui sont incompétents , cela mérite un remboursement, c'est inadmissible ce que vous venez de faire ,
 ( je vous ai mis une étoile , juste parceque je pouvais pas publier ça) et surtout très mauvaise continuation vous êtes sur la bonne",1
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,Bon et propre ! Et aussi jolie deco je recommande,5
gAAAAABnUs7Rxh27l_g5AI0pcGPkwIq7pNkcm4FsoFF-7HTP7H1NnRqeq3QWj4IWA7XYqlVn9EyUxmzigTbzfd99oIL14N0w3w==,"Très très bonne pizza et tacos et fajitas, je recommande ce restaurant, très bonne adresse à ne pas rater !",5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Si je pouvais mettre 0 étoiles je l’aurais fait , je ne recommande pas du tout .
 Des cheveux dans tous les tacos c’est dégoûtant.",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Intoxication garantit !! fuyez, vite, aller plutôt en face, c’est mieux",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"L'endroit est très charmant. Accueil chaleureux, personnel très agréable et sympathique. Le service est impeccable. J'ai découvert de très belles spécialités Gros coup de coeur pour le tacos La viande est bien fondante et la sauce riche en saveurs. Très bon rapport qualité prix. Je recommande fortement même les pizza la pâte est très bonne",5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Un tacos très bon pas chére,5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Counselle sur le panozzo,5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,les tacos immangeables serevice catastrophique,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Seulement les tacos sont bons et encore, ça devient de plus en plus petit. Bien moins garnis qu'avant également.
 
 Les pizzas sont très banales et les burgers sont juste ok.
 
 Le personnel n'est pas du tout accueillant, le caissier fermé à la discussion, préférant se concentrer sur son téléphone.
 
 L'endroit est petit.
 
 Si vous voulez prendre des tacos, ça vaut le coup d'essayer mais sinon je déconseille fortement.",3
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,On a commandé une pizza marguerite et elle était cramer le goût n’y était pas Du tout.,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Si vous voulez avoir une intoxication mangez chez lui plus jamais jremettrais les pieds là-bas,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,ماشاء الله,5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Terrible quality of food. A complete waste of money!,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Bonjour tout le monde, svp méfiez-vous de ce snack. J'ai commandé hier des tacos pour mon fils, il a eu une intoxication alimentaire terrible. Il a vomi et eu des diarrhées . Il a dû être hospitalisé pendant une semaine.",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Le jeudi dernier, pour le diner j'ai commandé 3 pannozos pour moi et mes deux soeurs (via l'application yassir express) tout aller bien on a reçu la commande à temps, je tiens a précisé que c'est le seul repas qu'on s'est partagé, une fois la nuit, on a eu de sévères douleurs abdominales, nausées, vomissements et diarrhées, conclusion on a eu toutes les 3 des intoxications alimentaires.",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Bouffe 3/5
 Service 4/5
 Prix correct",3
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Good,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,C'est trai bien,5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Infecte, fuyez !!! Sans compter la perte d'argent et de temps.",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Horrible a fuir j ai commander et puis un jour après j ai attrapé une intoxication et des courbatures à déconseiller,1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Un fast-food sympa,
 Service correcte, nourriture bonne, mais il est petit. Pour les prix c'est abordable.",3
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,Petit et bryant,3
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Une vraie catastrophe,un sandwich vide ,que des miettes de viande et sans fromage, vraiment sec
 Je déconseille fortement",1
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"J'ai commandé des Tenders
 Je suis très satisfait de l'accueil, du service et de la bouffe
 Juste une petite remarque, essayez de soigner la marinades, elle n'est pas épicée et elle manque de goût",4
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"their tacos tend to be cold sometimes when ordering from jumia food, their pizza is decent and burgers are alright, not very convinced on the flat ""tacos"" though",4
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Meilleurs Tacos de la région ! Goût et propreté au rendez-vous, le personnel est très chaleureux et portions très généreuses. À conseiller.",5
gAAAAABnUs7RB8AQHWMUZYxRjjudOjVu0mjY7NUI1IQi61MkHV280okAu0AoL3-FWP8FHzizn-IsfLAKfaJ6oz3CwNRdpjA8nA==,"Très bonne pizza;rien à dire ;la pâte,les ingrédients.",1
